# n V_n V_n/n^2 (n+1)/(2n)
1931 1725522.657164162 0.462760326 0.500258933
1932 1727309.427900089 0.462760093 0.500258799
1933 1729097.123129941 0.462759859 0.500258665
1934 1730885.742853538 0.462759626 0.500258532
1935 1732675.287070672 0.462759393 0.500258398
1936 1734465.755781163 0.462759160 0.500258264
1937 1736257.148984811 0.462758927 0.500258131
1938 1738049.466681423 0.462758695 0.500257998
1939 1739842.708870803 0.462758462 0.500257865
1940 1741636.875552771 0.462758230 0.500257732
1941 1743431.966727126 0.462757998 0.500257599
1942 1745227.982393678 0.462757767 0.500257467
1943 1747024.922552239 0.462757535 0.500257334
1944 1748822.787202624 0.462757304 0.500257202
1945 1750621.576344636 0.462757073 0.500257069
1946 1752421.289978084 0.462756842 0.500256937
1947 1754221.928102791 0.462756612 0.500256805
1948 1756023.490718555 0.462756381 0.500256674
1949 1757825.977825193 0.462756151 0.500256542
1950 1759629.389422524 0.462755921 0.500256410
1951 1761433.725510357 0.462755691 0.500256279
1952 1763238.986088511 0.462755462 0.500256148
1953 1765045.171156781 0.462755232 0.500256016
1954 1766852.280715000 0.462755003 0.500255885
1955 1768660.314762989 0.462754774 0.500255754
1956 1770469.273300536 0.462754545 0.500255624
1957 1772279.156327485 0.462754317 0.500255493
1958 1774089.963843633 0.462754088 0.500255363
1959 1775901.695848809 0.462753860 0.500255232
1960 1777714.352342824 0.462753632 0.500255102
1961 1779527.933325498 0.462753404 0.500254972
1962 1781342.438796646 0.462753177 0.500254842
1963 1783157.868756096 0.462752949 0.500254712
1964 1784974.223203652 0.462752722 0.500254582
1965 1786791.502139148 0.462752495 0.500254453
1966 1788609.705562392 0.462752268 0.500254323
1967 1790428.833473209 0.462752041 0.500254194
1968 1792248.885871429 0.462751815 0.500254065
1969 1794069.862756860 0.462751589 0.500253936
1970 1795891.764129322 0.462751363 0.500253807
1971 1797714.589988648 0.462751137 0.500253678
1972 1799538.340334652 0.462750911 0.500253550
1973 1801363.015167166 0.462750686 0.500253421
1974 1803188.614486006 0.462750461 0.500253293
1975 1805015.138290991 0.462750236 0.500253165
1976 1806842.586581962 0.462750011 0.500253036
1977 1808670.959358736 0.462749786 0.500252908
1978 1810500.256621128 0.462749562 0.500252781
1979 1812330.478368972 0.462749338 0.500252653
1980 1814161.624602095 0.462749114 0.500252525
1981 1815993.695320324 0.462748890 0.500252398
1982 1817826.690523481 0.462748666 0.500252270
1983 1819660.610211403 0.462748443 0.500252143
1984 1821495.454383907 0.462748219 0.500252016
1985 1823331.223040824 0.462747996 0.500251889
1986 1825167.916181984 0.462747773 0.500251762
1987 1827005.533807218 0.462747551 0.500251636
1988 1828844.075916353 0.462747328 0.500251509
1989 1830683.542509212 0.462747106 0.500251383
1990 1832523.933585644 0.462746884 0.500251256
1991 1834365.249145468 0.462746662 0.500251130
1992 1836207.489188511 0.462746440 0.500251004
1993 1838050.653714614 0.462746218 0.500250878
1994 1839894.742723604 0.462745997 0.500250752
1995 1841739.756215318 0.462745776 0.500250627
1996 1843585.694189583 0.462745555 0.500250501
1997 1845432.556646231 0.462745334 0.500250376
1998 1847280.343585107 0.462745113 0.500250250
1999 1849129.055006032 0.462744893 0.500250125
2000 1850978.690908848 0.462744673 0.500250000
